,body,lang,translation
864,"Hemos ido a pasar este fin de semana a Barcelona y hemos estado 2 días hospedados en el hotel. Es un hotel pequeño y acogedor en una excelente ubicación de la ciudad. La habitación impecable y con todos los detalles cuidados (Deluxe). La cama inmejorable y super cómoda. Una terraza enorme y muy bien amueblada. Un hotel casi diría que familiar e íntimo, en el que casi no ves ni oyes al resto de huéspedes salvo que hagas por verlos.El trato super agradable. Nada más entrar te hacen un ""tour"" para enseñarte las instalaciones. Todo el personal muy amable y accesible (incluyendo aquí al chef del restaurante Jordi Cruz que incluso nos firmó un autógrafo para nuestra hija, fan del programa de cocina en que participa).Una cosa muy sorprendente es que una de las opciones para ir de las habitaciones a la recepción es atravesar la cocina. La verdad es que es impresionante que la cocina de un restaurante que tiene 2 estrellas michelin se muestre tan cercana y accesible al público. Un lujo y un placer! (hay que decir que hay otras opciones para ir a la recepción si se prefiere). Qué decir del restaurante... Cenamos una noche, el menú Gran Abac: todo un espectáculo de 16 platos para los sentidos; el gusto, el olfato, la vista e incluso el tacto. Está claro que los sabores son impresionantes, las diferentes técnicas, combinaciones y sabores que no sabías ni que existían. Además, una puesta en escena muy original, con platos que se ultiman en la propia mesa del cliente. Antes de que empiece el espectáculo (la cena en este caso) no sabes que te van a servir (sólo te preguntan por alergias, intolerancias o cosas que no te gusten o no quieras que te sirvan) con lo cuál se juega también con el ""factor sorpresa"" que es muy agradable para los que nos gusta comer bien, de todo, probar cosas nuevas... En fin, que yo creo que la tercera estrella no debe estar lejos! Finalmente el chef salió a saludar a los comensales, lástima que nosotros estábamos ya en la terraza tomando el café y no pudimos saludarle y felicitarle en ese momento. El personal durante la cena te va explicando cada plato con todo detalle, muy atentos y cercanos.El desayuno gourmet también exquisito, merece la pena probar el huevo a baja temperatura.Del precio no voy a hablar. Me parece justo para lo que estás consumiendo.En fin, una gran experiencia que, si Dios quiere, seguro que repetiremos!",,
865,"Gran trato del personal , ambiente relajado , comida con explosión de sabores y maridaje sorprendente y sin

restricciones. Una comida con amigos excelente",,
866,"el Abac ,aparte de  Jordi que esta claro que es un cocinero de lo mejor,,el restaurante esta en un lugar donde lo hace mas agradable aun,,,muy caro como todos los restaurantes  buenos pero  vale la pena..",,
867,"Acudimos muy ilusionados y ya que nos habian advertido que despues de las 3.15 no servian menu degustación llegamos antes 2.30... nos hicieron esperar en una terraza desangelada, que para el verano estará genial, sin ofrecernos una copa ni nada. A los 5 min nos pasaron a la sala.Metre bastante estirado y frío.Personal de sala, en principio distante pero a medida que fue avanzando la comida se mostraron más cercanos y agradables.Somellier bastante agradable.Elegimos el gran menú degustación... en general todo excelente sorprendiendonos en muchos platos salvo en uno de langostinos con las cabezas a parte que nos pareció más plano y... sorprendentemente el siguiente plato que llevaba placton y que estaba realmente soso.En cuanto al pan, que lo pusieron ya con el 4 plato bastante normal y porciones extremadamente pequeñas, dan a elegir mantequilla, bastante simplona sin aderezos o aceite.La puesta en escena muy buena hay varios platos que se preparan en su totalidad o en parte delante de los comensales cosa que nos gustó mucho.De los postres nos encantó la versión del mel i matóEn cuanto al afamado chef, no esperaba que saliera a saludar... pero tampoco que desde las 3 y algo saliera y se sentara con una mesa y estuviera el resto de la comida con ellos y finalmente cuando a las 6 y algo se dedicó a saludar al resto de comensales acompañado por el ""simpático"" metre nosotros ya levantados porque habiamos pagado no fueron capaces de despedirnos.En resumen hemos ido a restaurantes con 2 estrellas michelin muchisimo mejores",,
868,"No puedo describir lo que se siente al degustar el menú que tienen preparado, porque es una sorpresa tras otra. Sabores irrepetibles, acompañado del maridaje que también es digno de mención. También comentar el trato excelente del personal, desde la llegada, durante el servicio, que incluso nos mostraron la cocina, todo un detalle. Un lugar donde ir, una vez en la vida!!! Imposible de olvidar",,
869,"Un sitio al que hay que ir en Barcelona para disfrutar de la alta cocina. Evidentemente el precio es muy alto, dependiendo del menú que se elija, entre 135 y 165. La atención es exquisita y el contenido de los 16 platos del primero de los menús que elegí lo obviaré por economía procesal y porque es más que en este lugar se come extraordinariamente. A visitar, absolutamente pues se trata de vivir una experiencia más que de ir a cenar o comer. ",,
870,"Cuando comes en un restaurante de esa categoría ya esperas que el servicio, la comida, la atención y todos estos factores estén a la altura, como es evidente todos estuvieron a la altura. Hicimos el menú gran Abac, es un menú sorprendente donde todos los platos tienen algo especial (por ejemple uno de los platos lleva wasabi, es curioso como te pica en boca y luego pasa a la nariz, sin embargo no se nota nada en la garganta). Es un menú equilibrado, donde terminas muy satisfecho pero sin esa sensación de demasiada comida, quizá ayuda que solo hubiera un plato de carne. El servicio fue muy bueno, los camareros muy atentos a todo, con explicaciones claras y concisas de los platos (profundizando en aquellos que preguntábamos más cosas, eso sí), además de la experiencia culinaria se suma la experiencia del propio Abac donde algunos platos son terminados en la misma mesa, pudiendo ver como utilizan el nitrógeno líquido o como cocinan el vapor trozo de merluza. Además al final de la comida el chef Jordi Cruz, paseó por la sala y no tuvo ningún problema en echarse alguna foto y saludar a los comensales.Sin duda, volveré muy recomendable.Como crítica constructiva y para llegar a la excelencia total que tanto busca Jordi, vigilar con los pequeños detalles, son esos detalles los que marcan la diferencia.Muchas gracias equipo del Abac!",,
871,"Creo que merece la pena ir aunque sea una vez. Cogimos el menú degustación y aunque tuvimos alguna preferencia como el pan chino con hígado de pato y anguila asada y los sabores de playa con calamar y gamba he de decir que estaba todo buenísimo, el servicio muy atento y profesional como no puede ser de otra forma ya que pagas para que así sea. ",,
872,literalmente es como una enciclopedia de gastronomia tanto el servicio como la comida que es alucinante yo tome como no un arroz de setas que no hay palbra para describir lo buono que era.,,
873,"Quisiera agradecer a todo el equipo del restaurante por su labor, por hacer que el día del cumpleaños de mi pareja sea toda una sorpresa.Valoro más el servicio que la comida porque tener dos estrellas no tiene por qué ser todo filigranas y al final tener a los camareros cocinando casi tanto como la cocina en plena mesa. Platos un poco lineales y poco sorprendentes al final.Cuando piensas en dos estrellas piensas en toda una experiencia culinaria, cosas que en este restaurante no se consiguen y otros sitios con menos estrellas o ninguna lo hacen.Espero que Jordi Cruz se centre un poco más en este restaurante y menos en la tele y otros tantos proyectos, más vale pájaro en mano que cientos volando.",,
874,"Como nos dijo una celebre restauradora durante una visita realizada a su Restaurante en San Pol proclamado por derecho propio con Tres estrellas Michelin: aqui no se viene a comer, aqui se viene a disfrutar del espectaculo..Parece ser que en el caso de AbaC su restaurador Jordi Cruz crea su propio espectaculo en FRIKI TV con Master Chef..Como minimo deberia intentar saludar a sus comensales por deferencia sobre todo si pasa por delante como ocurrio durante nuestra visita a AbaC.  Respecto al personal indicar que la mayoria actuaron segun mi criterio de un modo aseptico total sin aportar nada que ayude a contabilizar el valor de lo comido salvo uno de ellos de origen Latino que actuo con sencillez , discreccion y conocimiento sobrado.Respecto a la sommelier indicar que a pesar de ser muy agradable su representacion durante el tiempo que estuvimos comiendo ..su conocimiento sobre alguno de lo caldos que nos sirvieron dentro de un paquete cerrado por valor de 65 Eu en maridaje con el menu dejaba algo que desear debido en parte a cierta falta de experiencia profesional lo cual me hizo pensar que estaba en periodo de Practicas por un lado y a la calidad de alguno de los blancos ofrecidos que no aportaban absolutamente nada a el menu. He salido muy desilusionado ya que el menu no se justifica con el precio que se designa en la carta. Algun plato demasiado condimentado escondiendo la tan esperada explosion en mi paladar . . y por supuesto muy corto en cantidades.Respecto al espectaculo como complemento al menu gastronomico buscado y esperado por mi, este se quedo en el limbo de los justos .Como conclusion indicar que no pienso volver a AbaC. Fracaso estrepitoso de su Chef. Jordi Cruz conoce mejor los platòs de Master Chef que los propios fogones de su cocina.Jordi lo siento mucho pero creo que no debes continuar en Master Chef ! Perdon queria decir en AbaC!",,
875,Es mi cuarta vez en AbaC y es la vez que mejor he comido. Servicio de excelencia con un menú muy por encima del promedio. El maridaje de vinos muy bueno. Definitivamente de lo mejor de Barcelona!!!,,
876,"Hemos ido varias veces a este restaurante porque sus platos siempre sorprenden. Esta última vez también y la atención como siempre muy buena, pero nos dieron la mesa no en el salón principal sino en una especie de anexo. Mientras el salón principal es muy agradable, íntimo, con una disposición de las mesas que te hace sentir aislado y una iluminación perfecta, el anexo es feo, con iluminación excesiva y molesta; las mesas están tan juntas que tropiezas con la silla de al lado... Realmente parece el salón de desayunos de un hotel medio. Es una pena porque eso nos impidió disfrutar de la cena como si disfrutamos en ocasiones anteriores. La próxima vez que reserve me aseguraré de que la mesa esté en el salón principal o no iré. Una pena que un restaurante de esta categoría ofrezca este anexo sin advertirlo previamente.",,
